year,country,sector,emissions
2010,Lao PDR,Other Fuel Combustion,0.43
2010,Lao PDR,Total excluding LUCF,6.93
2010,Lao PDR,Total including LUCF,8.89
2010,Lao PDR,Waste,0.07
2010,Latvia,Agriculture,1.02
2010,Latvia,Energy,0.27
2010,Latvia,Fugitive Emissions,0.09
2010,Latvia,Industrial Processes,0
2010,Latvia,Land-Use Change and Forestry,0
2010,Latvia,Other Fuel Combustion,0.18
2010,Latvia,Total excluding LUCF,1.98
2010,Latvia,Total including LUCF,1.98
2010,Latvia,Waste,0.69
2010,Lebanon,Agriculture,0.18
2010,Lebanon,Energy,0.06
2010,Lebanon,Fugitive Emissions,0.01
2010,Lebanon,Industrial Processes,0
2010,Lebanon,Land-Use Change and Forestry,0
2010,Lebanon,Other Fuel Combustion,0.05
2010,Lebanon,Total excluding LUCF,2.68
2010,Lebanon,Total including LUCF,2.68
2010,Lebanon,Waste,2.44
2010,Lesotho,Agriculture,0.89
2010,Lesotho,Energy,0.85
2010,Lesotho,Fugitive Emissions,0
2010,Lesotho,Industrial Processes,0
2010,Lesotho,Land-Use Change and Forestry,0
2010,Lesotho,Other Fuel Combustion,0.85
2010,Lesotho,Total excluding LUCF,1.94
2010,Lesotho,Total including LUCF,1.94
2010,Lesotho,Waste,0.2
2010,Liberia,Agriculture,0.22
2010,Liberia,Energy,3.18
2010,Liberia,Fugitive Emissions,0
2010,Liberia,Industrial Processes,0
2010,Liberia,Land-Use Change and Forestry,0.02
2010,Liberia,Other Fuel Combustion,3.18
2010,Liberia,Total excluding LUCF,3.47
2010,Liberia,Total including LUCF,3.49
2010,Liberia,Waste,0.08
2010,Libya,Agriculture,1.58
2010,Libya,Energy,81.87
2010,Libya,Fugitive Emissions,81.56
2010,Libya,Industrial Processes,0
2010,Libya,Land-Use Change and Forestry,0
2010,Libya,Other Fuel Combustion,0.31
2010,Libya,Total excluding LUCF,84.89
2010,Libya,Total including LUCF,84.89
2010,Libya,Waste,1.44
2010,Liechtenstein,Agriculture,0.02
2010,Liechtenstein,Energy,0
2010,Liechtenstein,Fugitive Emissions,0
2010,Liechtenstein,Industrial Processes,0
2010,Liechtenstein,Other Fuel Combustion,0
2010,Liechtenstein,Total excluding LUCF,0.02
2010,Liechtenstein,Total including LUCF,0.02
2010,Liechtenstein,Waste,0
2010,Lithuania,Agriculture,2.11
2010,Lithuania,Energy,0.46
2010,Lithuania,Fugitive Emissions,0.24
2010,Lithuania,Industrial Processes,0
2010,Lithuania,Land-Use Change and Forestry,0
2010,Lithuania,Other Fuel Combustion,0.22
2010,Lithuania,Total excluding LUCF,3.85
2010,Lithuania,Total including LUCF,3.85
2010,Lithuania,Waste,1.27
2010,Luxembourg,Agriculture,0.42
2010,Luxembourg,Energy,0.07
2010,Luxembourg,Fugitive Emissions,0.05
2010,Luxembourg,Industrial Processes,0
2010,Luxembourg,Land-Use Change and Forestry,0
2010,Luxembourg,Other Fuel Combustion,0.02
2010,Luxembourg,Total excluding LUCF,0.56
2010,Luxembourg,Total including LUCF,0.56
2010,Luxembourg,Waste,0.07
2010,Madagascar,Agriculture,16.08
2010,Madagascar,Energy,1.79
2010,Madagascar,Fugitive Emissions,0
2010,Madagascar,Industrial Processes,0
2010,Madagascar,Land-Use Change and Forestry,0.46
2010,Madagascar,Other Fuel Combustion,1.79
2010,Madagascar,Total excluding LUCF,18.4
2010,Madagascar,Total including LUCF,18.86
2010,Madagascar,Waste,0.53
2010,Malawi,Agriculture,1.91
2010,Malawi,Energy,5.01
2010,Malawi,Fugitive Emissions,0.19
2010,Malawi,Industrial Processes,0.1
2010,Malawi,Land-Use Change and Forestry,0.3
2010,Malawi,Other Fuel Combustion,4.81
2010,Malawi,Total excluding LUCF,7.19
2010,Malawi,Total including LUCF,7.49
2010,Malawi,Waste,0.17
2010,Malaysia,Agriculture,4.96
2010,Malaysia,Energy,21.13
2010,Malaysia,Fugitive Emissions,18.88
2010,Malaysia,Industrial Processes,0
2010,Malaysia,Land-Use Change and Forestry,2.84
2010,Malaysia,Other Fuel Combustion,2.25
2010,Malaysia,Total excluding LUCF,42.72
2010,Malaysia,Total including LUCF,45.56
2010,Malaysia,Waste,16.63
2010,Maldives,Agriculture,0
2010,Maldives,Energy,0
2010,Maldives,Fugitive Emissions,0
2010,Maldives,Industrial Processes,0
2010,Maldives,Land-Use Change and Forestry,0
2010,Maldives,Other Fuel Combustion,0
2010,Maldives,Total excluding LUCF,0.09
2010,Maldives,Total including LUCF,0.09
2010,Maldives,Waste,0.09
2010,Mali,Agriculture,16.09
2010,Mali,Energy,1.42
2010,Mali,Fugitive Emissions,0
2010,Mali,Industrial Processes,0
2010,Mali,Land-Use Change and Forestry,0
2010,Mali,Other Fuel Combustion,1.42
2010,Mali,Total excluding LUCF,17.86
2010,Mali,Total including LUCF,17.86
2010,Mali,Waste,0.35
2010,Malta,Agriculture,0.07
2010,Malta,Energy,0
2010,Malta,Fugitive Emissions,0
2010,Malta,Industrial Processes,0
2010,Malta,Land-Use Change and Forestry,0
2010,Malta,Other Fuel Combustion,0
2010,Malta,Total excluding LUCF,0.21
2010,Malta,Total including LUCF,0.21
2010,Malta,Waste,0.14
2010,Marshall Islands,Agriculture,0
2010,Marshall Islands,Energy,0
2010,Marshall Islands,Fugitive Emissions,0
2010,Marshall Islands,Industrial Processes,0
2010,Marshall Islands,Land-Use Change and Forestry,0
2010,Marshall Islands,Other Fuel Combustion,0
2010,Marshall Islands,Total excluding LUCF,0.03
2010,Marshall Islands,Total including LUCF,0.03
2010,Marshall Islands,Waste,0.03
2010,Mauritania,Agriculture,5.53
2010,Mauritania,Energy,0.55
2010,Mauritania,Fugitive Emissions,0.38
2010,Mauritania,Industrial Processes,0
2010,Mauritania,Land-Use Change and Forestry,0
2010,Mauritania,Other Fuel Combustion,0.17
2010,Mauritania,Total excluding LUCF,6.12
2010,Mauritania,Total including LUCF,6.12
2010,Mauritania,Waste,0.05
2010,Mauritius,Agriculture,0.02
2010,Mauritius,Energy,0.01
2010,Mauritius,Fugitive Emissions,0
2010,Mauritius,Industrial Processes,0
2010,Mauritius,Land-Use Change and Forestry,0
2010,Mauritius,Other Fuel Combustion,0.01
2010,Mauritius,Total excluding LUCF,1.7
2010,Mauritius,Total including LUCF,1.7
2010,Mauritius,Waste,1.66
2010,Mexico,Agriculture,56.47
2010,Mexico,Energy,43.08
2010,Mexico,Fugitive Emissions,38.18
2010,Mexico,Industrial Processes,0.09
2010,Mexico,Land-Use Change and Forestry,0.38
2010,Mexico,Other Fuel Combustion,4.91
2010,Mexico,Total excluding LUCF,128.72
2010,Mexico,Total including LUCF,129.1
2010,Mexico,Waste,29.07
2010,Micronesia,Agriculture,0.04
2010,Micronesia,Energy,0
2010,Micronesia,Fugitive Emissions,0
2010,Micronesia,Industrial Processes,0
2010,Micronesia,Land-Use Change and Forestry,0
2010,Micronesia,Other Fuel Combustion,0
2010,Micronesia,Total excluding LUCF,0.05
2010,Micronesia,Total including LUCF,0.05
2010,Micronesia,Waste,0
2010,Moldova,Agriculture,0.86
2010,Moldova,Energy,0.65
2010,Moldova,Fugitive Emissions,0.58
2010,Moldova,Industrial Processes,0
2010,Moldova,Land-Use Change and Forestry,0
2010,Moldova,Other Fuel Combustion,0.07
2010,Moldova,Total excluding LUCF,3.3
2010,Moldova,Total including LUCF,3.3
2010,Moldova,Waste,1.78
2010,Mongolia,Agriculture,7.91
2010,Mongolia,Energy,0.97
2010,Mongolia,Fugitive Emissions,0.68
2010,Mongolia,Industrial Processes,0
2010,Mongolia,Land-Use Change and Forestry,0
2010,Mongolia,Other Fuel Combustion,0.29
2010,Mongolia,Total excluding LUCF,9.05
2010,Mongolia,Total including LUCF,9.05
2010,Mongolia,Waste,0.18
2010,Montenegro,Agriculture,0.33
2010,Montenegro,Energy,0.28
2010,Montenegro,Fugitive Emissions,0.21
2010,Montenegro,Industrial Processes,0
2010,Montenegro,Land-Use Change and Forestry,0
2010,Montenegro,Other Fuel Combustion,0.08
2010,Montenegro,Total excluding LUCF,0.87
2010,Montenegro,Total including LUCF,0.87
2010,Montenegro,Waste,0.25
2010,Morocco,Agriculture,6.6
2010,Morocco,Energy,4.8
2010,Morocco,Fugitive Emissions,1.95
2010,Morocco,Industrial Processes,0
2010,Morocco,Land-Use Change and Forestry,0
2010,Morocco,Other Fuel Combustion,2.85
2010,Morocco,Total excluding LUCF,14.81
2010,Morocco,Total including LUCF,14.81
2010,Morocco,Waste,3.41
2010,Mozambique,Agriculture,9.17
2010,Mozambique,Energy,2.17
2010,Mozambique,Fugitive Emissions,0.98
2010,Mozambique,Industrial Processes,0
2010,Mozambique,Land-Use Change and Forestry,13.03
2010,Mozambique,Other Fuel Combustion,1.19
2010,Mozambique,Total excluding LUCF,14.25
2010,Mozambique,Total including LUCF,27.28
2010,Mozambique,Waste,2.91
2010,Myanmar,Agriculture,57.81
2010,Myanmar,Energy,2.85
2010,Myanmar,Fugitive Emissions,0.18
2010,Myanmar,Industrial Processes,0
2010,Myanmar,Land-Use Change and Forestry,8.58
2010,Myanmar,Other Fuel Combustion,2.67
2010,Myanmar,Total excluding LUCF,64.63
2010,Myanmar,Total including LUCF,73.2
2010,Myanmar,Waste,3.96
2010,Namibia,Agriculture,4.87
2010,Namibia,Energy,0.3
2010,Namibia,Fugitive Emissions,0
2010,Namibia,Industrial Processes,0
2010,Namibia,Land-Use Change and Forestry,0
2010,Namibia,Other Fuel Combustion,0.3
2010,Namibia,Total excluding LUCF,5.53
2010,Namibia,Total including LUCF,5.53
2010,Namibia,Waste,0.36
2010,Nauru,Agriculture,0
2010,Nauru,Energy,0
2010,Nauru,Fugitive Emissions,0
2010,Nauru,Industrial Processes,0
2010,Nauru,Land-Use Change and Forestry,0
2010,Nauru,Other Fuel Combustion,0
2010,Nauru,Total excluding LUCF,0
2010,Nauru,Total including LUCF,0
2010,Nauru,Waste,0
2010,Nepal,Agriculture,18.54
2010,Nepal,Energy,7.12
2010,Nepal,Fugitive Emissions,0
2010,Nepal,Industrial Processes,0
2010,Nepal,Land-Use Change and Forestry,0.42
2010,Nepal,Other Fuel Combustion,7.12
2010,Nepal,Total excluding LUCF,26.05
2010,Nepal,Total including LUCF,26.46
2010,Nepal,Waste,0.38
2010,Netherlands,Agriculture,12.17
2010,Netherlands,Energy,2.95
2010,Netherlands,Fugitive Emissions,0.84
2010,Netherlands,Industrial Processes,0.44
2010,Netherlands,Land-Use Change and Forestry,0
2010,Netherlands,Other Fuel Combustion,2.11
2010,Netherlands,Total excluding LUCF,19.91
2010,Netherlands,Total including LUCF,19.91
2010,Netherlands,Waste,4.36
2010,New Zealand,Agriculture,28
2010,New Zealand,Energy,1.29
2010,New Zealand,Fugitive Emissions,1.14
2010,New Zealand,Industrial Processes,0.05
2010,New Zealand,Land-Use Change and Forestry,0
2010,New Zealand,Other Fuel Combustion,0.15
2010,New Zealand,Total excluding LUCF,33.35
2010,New Zealand,Total including LUCF,33.35
2010,New Zealand,Waste,4.01
2010,Nicaragua,Agriculture,6.05
2010,Nicaragua,Energy,0.89
2010,Nicaragua,Fugitive Emissions,0
2010,Nicaragua,Industrial Processes,0
2010,Nicaragua,Land-Use Change and Forestry,0.03
2010,Nicaragua,Other Fuel Combustion,0.89
2010,Nicaragua,Total excluding LUCF,7.78
2010,Nicaragua,Total including LUCF,7.81
2010,Nicaragua,Waste,0.84
2010,Niger,Agriculture,13.35
2010,Niger,Energy,1.99
2010,Niger,Fugitive Emissions,0.01
2010,Niger,Industrial Processes,0
2010,Niger,Land-Use Change and Forestry,0
2010,Niger,Other Fuel Combustion,1.98
2010,Niger,Total excluding LUCF,19.55
2010,Niger,Total including LUCF,19.55
2010,Niger,Waste,4.22
2010,Nigeria,Agriculture,35.89
2010,Nigeria,Energy,61.91
2010,Nigeria,Fugitive Emissions,32.91
2010,Nigeria,Industrial Processes,0
2010,Nigeria,Land-Use Change and Forestry,0.11
2010,Nigeria,Other Fuel Combustion,29
2010,Nigeria,Total excluding LUCF,107.05
2010,Nigeria,Total including LUCF,107.16
2010,Nigeria,Waste,9.25
2010,Norway,Agriculture,2.51
2010,Norway,Energy,1.42
2010,Norway,Fugitive Emissions,0.94
2010,Norway,Industrial Processes,0.02
2010,Norway,Land-Use Change and Forestry,0
2010,Norway,Other Fuel Combustion,0.48
2010,Norway,Total excluding LUCF,5.32
2010,Norway,Total including LUCF,5.32
2010,Norway,Waste,1.37
2010,Oman,Agriculture,0.76
2010,Oman,Energy,2.91
2010,Oman,Fugitive Emissions,2.78
2010,Oman,Industrial Processes,0
2010,Oman,Land-Use Change and Forestry,0
2010,Oman,Other Fuel Combustion,0.14
2010,Oman,Total excluding LUCF,4.34
2010,Oman,Total including LUCF,4.34
2010,Oman,Waste,0.66
2010,Pakistan,Agriculture,100.4
2010,Pakistan,Energy,14.8
2010,Pakistan,Fugitive Emissions,12.55
2010,Pakistan,Industrial Processes,0
2010,Pakistan,Land-Use Change and Forestry,0
2010,Pakistan,Other Fuel Combustion,2.25
2010,Pakistan,Total excluding LUCF,119.25
2010,Pakistan,Total including LUCF,119.25
2010,Pakistan,Waste,4.04
2010,Palau,Agriculture,0
2010,Palau,Energy,0
2010,Palau,Fugitive Emissions,0
2010,Palau,Industrial Processes,0
2010,Palau,Land-Use Change and Forestry,0
2010,Palau,Other Fuel Combustion,0
2010,Palau,Total excluding LUCF,0.02
2010,Palau,Total including LUCF,0.02
2010,Palau,Waste,0.02
2010,Panama,Agriculture,2.55
2010,Panama,Energy,0.5
2010,Panama,Fugitive Emissions,0
2010,Panama,Industrial Processes,0
2010,Panama,Land-Use Change and Forestry,0
2010,Panama,Other Fuel Combustion,0.5
2010,Panama,Total excluding LUCF,4.86
2010,Panama,Total including LUCF,4.86
2010,Panama,Waste,1.81
2010,Papua New Guinea,Agriculture,0.96
2010,Papua New Guinea,Energy,1.85
2010,Papua New Guinea,Fugitive Emissions,1.46
2010,Papua New Guinea,Industrial Processes,0
2010,Papua New Guinea,Land-Use Change and Forestry,0.03
2010,Papua New Guinea,Other Fuel Combustion,0.39
2010,Papua New Guinea,Total excluding LUCF,6.59
2010,Papua New Guinea,Total including LUCF,6.62
2010,Papua New Guinea,Waste,3.79
2010,Paraguay,Agriculture,18.74
2010,Paraguay,Energy,1.03
2010,Paraguay,Fugitive Emissions,0
2010,Paraguay,Industrial Processes,0
2010,Paraguay,Land-Use Change and Forestry,0.13
2010,Paraguay,Other Fuel Combustion,1.02
2010,Paraguay,Total excluding LUCF,26.15
2010,Paraguay,Total including LUCF,26.29
2010,Paraguay,Waste,6.39
2010,Peru,Agriculture,17.66
2010,Peru,Energy,2.72
2010,Peru,Fugitive Emissions,2.11
2010,Peru,Industrial Processes,0.02
2010,Peru,Land-Use Change and Forestry,0.12
2010,Peru,Other Fuel Combustion,0.61
2010,Peru,Total excluding LUCF,29.33
2010,Peru,Total including LUCF,29.44
2010,Peru,Waste,8.93
2010,Philippines,Agriculture,47.65
2010,Philippines,Energy,4.29
2010,Philippines,Fugitive Emissions,0.39
2010,Philippines,Industrial Processes,0.01
2010,Philippines,Land-Use Change and Forestry,0.1
2010,Philippines,Other Fuel Combustion,3.9
2010,Philippines,Total excluding LUCF,62.45
2010,Philippines,Total including LUCF,62.55
2010,Philippines,Waste,10.51
2010,Poland,Agriculture,14.68
2010,Poland,Energy,22.42
2010,Poland,Fugitive Emissions,18.11
2010,Poland,Industrial Processes,0.06
2010,Poland,Land-Use Change and Forestry,0
2010,Poland,Other Fuel Combustion,4.3
2010,Poland,Total excluding LUCF,49.4
2010,Poland,Total including LUCF,49.4
2010,Poland,Waste,12.25
2010,Portugal,Agriculture,4.45
2010,Portugal,Energy,0.4
2010,Portugal,Fugitive Emissions,0.06
2010,Portugal,Industrial Processes,0.04
2010,Portugal,Land-Use Change and Forestry,0.01
2010,Portugal,Other Fuel Combustion,0.33
2010,Portugal,Total excluding LUCF,11.57
2010,Portugal,Total including LUCF,11.58
2010,Portugal,Waste,6.68
2010,Qatar,Agriculture,0.13
2010,Qatar,Energy,4.6
2010,Qatar,Fugitive Emissions,2.32
2010,Qatar,Industrial Processes,0.19
2010,Qatar,Land-Use Change and Forestry,0
2010,Qatar,Other Fuel Combustion,2.28
2010,Qatar,Total excluding LUCF,5.54
2010,Qatar,Total including LUCF,5.54
2010,Qatar,Waste,0.63
2010,Romania,Agriculture,9.42
2010,Romania,Energy,12.85
2010,Romania,Fugitive Emissions,11.59
2010,Romania,Industrial Processes,0.03
2010,Romania,Land-Use Change and Forestry,0
2010,Romania,Other Fuel Combustion,1.25
2010,Romania,Total excluding LUCF,27.23
2010,Romania,Total including LUCF,27.24
2010,Romania,Waste,4.93
2010,Russia,Agriculture,55.75
2010,Russia,Energy,649.66
2010,Russia,Fugitive Emissions,645.95
2010,Russia,Industrial Processes,0.52
2010,Russia,Land-Use Change and Forestry,2.86
2010,Russia,Other Fuel Combustion,3.71
2010,Russia,Total excluding LUCF,801.36
2010,Russia,Total including LUCF,804.22
2010,Russia,Waste,95.44
2010,Rwanda,Agriculture,1.72
2010,Rwanda,Energy,0.88
2010,Rwanda,Fugitive Emissions,0
2010,Rwanda,Industrial Processes,0
2010,Rwanda,Land-Use Change and Forestry,0
2010,Rwanda,Other Fuel Combustion,0.88
2010,Rwanda,Total excluding LUCF,2.69
2010,Rwanda,Total including LUCF,2.69
2010,Rwanda,Waste,0.09
2010,Samoa,Agriculture,0.13
2010,Samoa,Energy,0.01
2010,Samoa,Fugitive Emissions,0
2010,Samoa,Industrial Processes,0
2010,Samoa,Land-Use Change and Forestry,0
2010,Samoa,Other Fuel Combustion,0.01
2010,Samoa,Total excluding LUCF,0.28
2010,Samoa,Total including LUCF,0.28
2010,Samoa,Waste,0.14
2010,Sao Tome and Principe,Agriculture,0
2010,Sao Tome and Principe,Energy,0.01
2010,Sao Tome and Principe,Fugitive Emissions,0
2010,Sao Tome and Principe,Industrial Processes,0
2010,Sao Tome and Principe,Land-Use Change and Forestry,0
2010,Sao Tome and Principe,Other Fuel Combustion,0.01
2010,Sao Tome and Principe,Total excluding LUCF,0.02
2010,Sao Tome and Principe,Total including LUCF,0.02
2010,Sao Tome and Principe,Waste,0.01
2010,Saudi Arabia,Agriculture,2.32
2010,Saudi Arabia,Energy,21.7
2010,Saudi Arabia,Fugitive Emissions,20.91
2010,Saudi Arabia,Industrial Processes,0.28
2010,Saudi Arabia,Land-Use Change and Forestry,0
2010,Saudi Arabia,Other Fuel Combustion,0.8
2010,Saudi Arabia,Total excluding LUCF,45.48
2010,Saudi Arabia,Total including LUCF,45.48
2010,Saudi Arabia,Waste,21.18
2010,Senegal,Agriculture,6.19
2010,Senegal,Energy,0.6
2010,Senegal,Fugitive Emissions,0.02
2010,Senegal,Industrial Processes,0
2010,Senegal,Land-Use Change and Forestry,0.04
2010,Senegal,Other Fuel Combustion,0.58
2010,Senegal,Total excluding LUCF,9.74
2010,Senegal,Total including LUCF,9.78
2010,Senegal,Waste,2.96
2010,Serbia,Agriculture,3.62
2010,Serbia,Energy,3.54
2010,Serbia,Fugitive Emissions,2.09
2010,Serbia,Industrial Processes,0.02
2010,Serbia,Land-Use Change and Forestry,0
2010,Serbia,Other Fuel Combustion,1.45
2010,Serbia,Total excluding LUCF,11.85
2010,Serbia,Total including LUCF,11.85
2010,Serbia,Waste,4.67
2010,Seychelles,Agriculture,0
2010,Seychelles,Energy,0
2010,Seychelles,Fugitive Emissions,0
2010,Seychelles,Industrial Processes,0
2010,Seychelles,Land-Use Change and Forestry,0
2010,Seychelles,Other Fuel Combustion,0
2010,Seychelles,Total excluding LUCF,0.09
2010,Seychelles,Total including LUCF,0.09
2010,Seychelles,Waste,0.08
2010,Sierra Leone,Agriculture,2.05
2010,Sierra Leone,Energy,0.45
2010,Sierra Leone,Fugitive Emissions,0
2010,Sierra Leone,Industrial Processes,0
2010,Sierra Leone,Land-Use Change and Forestry,0.01
2010,Sierra Leone,Other Fuel Combustion,0.45
2010,Sierra Leone,Total excluding LUCF,3.61
2010,Sierra Leone,Total including LUCF,3.62
2010,Sierra Leone,Waste,1.11
2010,Singapore,Agriculture,0
2010,Singapore,Energy,0.69
2010,Singapore,Fugitive Emissions,0.63
2010,Singapore,Industrial Processes,0
2010,Singapore,Land-Use Change and Forestry,0
2010,Singapore,Other Fuel Combustion,0.05
2010,Singapore,Total excluding LUCF,3.14
2010,Singapore,Total including LUCF,3.14
2010,Singapore,Waste,2.45
2010,Slovak Republic,Agriculture,1.19
2010,Slovak Republic,Energy,2.1
2010,Slovak Republic,Fugitive Emissions,1.87
2010,Slovak Republic,Industrial Processes,0
2010,Slovak Republic,Land-Use Change and Forestry,0
2010,Slovak Republic,Other Fuel Combustion,0.22
2010,Slovak Republic,Total excluding LUCF,4.64
2010,Slovak Republic,Total including LUCF,4.64
2010,Slovak Republic,Waste,1.35
2010,Slovenia,Agriculture,1.09
2010,Slovenia,Energy,0.53
2010,Slovenia,Fugitive Emissions,0.35
2010,Slovenia,Industrial Processes,0
2010,Slovenia,Land-Use Change and Forestry,0
2010,Slovenia,Other Fuel Combustion,0.18
2010,Slovenia,Total excluding LUCF,2.2
2010,Slovenia,Total including LUCF,2.2
2010,Slovenia,Waste,0.57
2010,Solomon Islands,Agriculture,0.05
2010,Solomon Islands,Energy,0.01
2010,Solomon Islands,Fugitive Emissions,0
2010,Solomon Islands,Industrial Processes,0
2010,Solomon Islands,Land-Use Change and Forestry,0
2010,Solomon Islands,Other Fuel Combustion,0.01
2010,Solomon Islands,Total excluding LUCF,0.35
2010,Solomon Islands,Total including LUCF,0.35
2010,Solomon Islands,Waste,0.29
2010,Somalia,Agriculture,15.87
2010,Somalia,Energy,1.07
2010,Somalia,Fugitive Emissions,0
2010,Somalia,Industrial Processes,0
2010,Somalia,Land-Use Change and Forestry,0
2010,Somalia,Other Fuel Combustion,1.07
2010,Somalia,Total excluding LUCF,18.81
2010,Somalia,Total including LUCF,18.81
2010,Somalia,Waste,1.86
2010,South Africa,Agriculture,17.28
2010,South Africa,Energy,5.24
2010,South Africa,Fugitive Emissions,2.75
2010,South Africa,Industrial Processes,0.03
2010,South Africa,Land-Use Change and Forestry,0.08
2010,South Africa,Other Fuel Combustion,2.48
2010,South Africa,Total excluding LUCF,43.36
2010,South Africa,Total including LUCF,43.44
2010,South Africa,Waste,20.81
2010,South Sudan,Agriculture,23.95
2010,South Sudan,Energy,22.35
2010,South Sudan,Fugitive Emissions,22.35
2010,South Sudan,Industrial Processes,0
2010,South Sudan,Land-Use Change and Forestry,0.54
2010,South Sudan,Other Fuel Combustion,0
2010,South Sudan,Total excluding LUCF,48.07
2010,South Sudan,Total including LUCF,48.61
2010,South Sudan,Waste,1.77
2010,Spain,Agriculture,23.61
2010,Spain,Energy,3.49
2010,Spain,Fugitive Emissions,1.2
2010,Spain,Industrial Processes,0.17
2010,Spain,Land-Use Change and Forestry,0
2010,Spain,Other Fuel Combustion,2.29
2010,Spain,Total excluding LUCF,39.45
2010,Spain,Total including LUCF,39.45
2010,Spain,Waste,12.19
2010,Sri Lanka,Agriculture,4.65
2010,Sri Lanka,Energy,2.03
2010,Sri Lanka,Fugitive Emissions,0
2010,Sri Lanka,Industrial Processes,0
2010,Sri Lanka,Land-Use Change and Forestry,0
2010,Sri Lanka,Other Fuel Combustion,2.02
2010,Sri Lanka,Total excluding LUCF,9.45
2010,Sri Lanka,Total including LUCF,9.45
2010,Sri Lanka,Waste,2.77
2010,St. Kitts and Nevis,Agriculture,0.01
2010,St. Kitts and Nevis,Energy,0
2010,St. Kitts and Nevis,Fugitive Emissions,0
2010,St. Kitts and Nevis,Industrial Processes,0
2010,St. Kitts and Nevis,Land-Use Change and Forestry,0
2010,St. Kitts and Nevis,Other Fuel Combustion,0
2010,St. Kitts and Nevis,Total excluding LUCF,0.08
2010,St. Kitts and Nevis,Total including LUCF,0.08
2010,St. Kitts and Nevis,Waste,0.07
2010,St. Lucia,Agriculture,0.02
2010,St. Lucia,Energy,0
2010,St. Lucia,Fugitive Emissions,0
2010,St. Lucia,Industrial Processes,0
2010,St. Lucia,Land-Use Change and Forestry,0
2010,St. Lucia,Other Fuel Combustion,0
2010,St. Lucia,Total excluding LUCF,0.25
2010,St. Lucia,Total including LUCF,0.25
2010,St. Lucia,Waste,0.23
2010,St. Vincent and the Grenadines,Agriculture,0.01
2010,St. Vincent and the Grenadines,Energy,0
2010,St. Vincent and the Grenadines,Fugitive Emissions,0
2010,St. Vincent and the Grenadines,Industrial Processes,0
2010,St. Vincent and the Grenadines,Land-Use Change and Forestry,0
2010,St. Vincent and the Grenadines,Other Fuel Combustion,0
2010,St. Vincent and the Grenadines,Total excluding LUCF,0.07
2010,St. Vincent and the Grenadines,Total including LUCF,0.07
2010,St. Vincent and the Grenadines,Waste,0.06
2010,Sudan,Agriculture,43.3
2010,Sudan,Energy,6.46
2010,Sudan,Fugitive Emissions,0.02
2010,Sudan,Industrial Processes,0
2010,Sudan,Land-Use Change and Forestry,0
2010,Sudan,Other Fuel Combustion,6.44
2010,Sudan,Total excluding LUCF,52.35
2010,Sudan,Total including LUCF,52.35
2010,Sudan,Waste,2.59
2010,Suriname,Agriculture,0.47
2010,Suriname,Energy,0.75
2010,Suriname,Fugitive Emissions,0.74
2010,Suriname,Industrial Processes,0
2010,Suriname,Land-Use Change and Forestry,0
2010,Suriname,Other Fuel Combustion,0.02
2010,Suriname,Total excluding LUCF,1.31
2010,Suriname,Total including LUCF,1.31
2010,Suriname,Waste,0.08
2010,Sweden,Agriculture,3.57
2010,Sweden,Energy,0.51
2010,Sweden,Fugitive Emissions,0.08
2010,Sweden,Industrial Processes,0
2010,Sweden,Land-Use Change and Forestry,0
2010,Sweden,Other Fuel Combustion,0.43
2010,Sweden,Total excluding LUCF,5.62
2010,Sweden,Total including LUCF,5.62
2010,Sweden,Waste,1.54
2010,Switzerland,Agriculture,4.09
2010,Switzerland,Energy,0.37
2010,Switzerland,Fugitive Emissions,0.24
2010,Switzerland,Industrial Processes,0
2010,Switzerland,Land-Use Change and Forestry,0
2010,Switzerland,Other Fuel Combustion,0.13
2010,Switzerland,Total excluding LUCF,5.18
2010,Switzerland,Total including LUCF,5.18
2010,Switzerland,Waste,0.72
2010,Syria,Agriculture,3.45
2010,Syria,Energy,21.28
2010,Syria,Fugitive Emissions,21.09
2010,Syria,Industrial Processes,0
2010,Syria,Land-Use Change and Forestry,0
2010,Syria,Other Fuel Combustion,0.19
2010,Syria,Total excluding LUCF,30.44
2010,Syria,Total including LUCF,30.44
2010,Syria,Waste,5.71
2010,Tajikistan,Agriculture,3.62
2010,Tajikistan,Energy,0.07
2010,Tajikistan,Fugitive Emissions,0.04
2010,Tajikistan,Industrial Processes,0
2010,Tajikistan,Land-Use Change and Forestry,0
2010,Tajikistan,Other Fuel Combustion,0.02
2010,Tajikistan,Total excluding LUCF,4.34
2010,Tajikistan,Total including LUCF,4.34
2010,Tajikistan,Waste,0.65
2010,Tanzania,Agriculture,30.08
2010,Tanzania,Energy,12.2
2010,Tanzania,Fugitive Emissions,1.91
2010,Tanzania,Industrial Processes,0
2010,Tanzania,Land-Use Change and Forestry,4.2
2010,Tanzania,Other Fuel Combustion,10.28
2010,Tanzania,Total excluding LUCF,44.27
2010,Tanzania,Total including LUCF,48.47
2010,Tanzania,Waste,1.99
2010,Thailand,Agriculture,60.4
2010,Thailand,Energy,18.97
2010,Thailand,Fugitive Emissions,12.13
2010,Thailand,Industrial Processes,0.16
2010,Thailand,Land-Use Change and Forestry,1.03
2010,Thailand,Other Fuel Combustion,6.84
2010,Thailand,Total excluding LUCF,90.55
2010,Thailand,Total including LUCF,91.58
2010,Thailand,Waste,11.02
2010,Timor-Leste,Agriculture,0.63
2010,Timor-Leste,Energy,5.92
